atr_percentile,be_armed,close_mode,direction,dxy_trend,ees_buy_band,ees_buy_score,ees_sell_band,ees_sell_score,entry_price,exit_price,geo,grade,kill_zone_active,killswitch_daily_pnl_at_decision,killswitch_pnl_recalibrated,miners_available,momentum_alignment,momentum_consensus,mtfa,of,r_multiple,real_pnl_mt5,reason,risk_usd,row_kind,score,session,sl,smc,strategy,symbol,ticket,tp,trailing_active,ts_broker,ts_utc
,,,SELL,,,,,,,,52.16,A,,-44.85,False,,,,60.0,100.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,75.04,LONDON,,80.0,ORDER_FLOW_EXECUTION_AGENT,BTCUSD#,,,,2026-07-08 12:15:15.920152+00:00,2026-07-08 09:15:15.920152+00:00
,,,SELL,,,,,,,,52.95,A,,-44.85,False,,,,60.0,100.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,75.24,LONDON,,80.0,ORDER_FLOW_EXECUTION_AGENT,BTCUSD#,,,,2026-07-08 12:15:45.101810+00:00,2026-07-08 09:15:45.101810+00:00
,,,SELL,,,,,,,,64.1,A,,-44.85,False,,,,60.0,100.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,78.03,LONDON,,80.0,ORDER_FLOW_EXECUTION_AGENT,BTCUSD#,,,,2026-07-08 12:16:16.004882+00:00,2026-07-08 09:16:16.004882+00:00
,,,SELL,,,,,,,,53.13,A,,-44.85,False,,,,60.0,100.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,75.28,LONDON,,80.0,ORDER_FLOW_EXECUTION_AGENT,BTCUSD#,,,,2026-07-08 12:16:57.108256+00:00,2026-07-08 09:16:57.108256+00:00
,,,SELL,,,,PRUDENCE,40.0,,,47.06,B,,-44.85,False,,,,75.0,90.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,73.77,LONDON,,80.0,ORDER_FLOW_EXECUTION_AGENT,GOLD#,,,,2026-07-08 12:17:40.174453+00:00,2026-07-08 09:17:40.174453+00:00
,,,SELL,,,,,,,,67.15,A,,-44.85,False,,,,60.0,100.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,77.54,LONDON,,75.0,ORDER_FLOW_EXECUTION_AGENT,BTCUSD#,,,,2026-07-08 12:18:06.185565+00:00,2026-07-08 09:18:06.185565+00:00
,,,SELL,,,,PRUDENCE,40.0,,,47.38,B,,-44.85,False,,,,75.0,90.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,73.84,LONDON,,80.0,ORDER_FLOW_EXECUTION_AGENT,GOLD#,,,,2026-07-08 12:18:22.470349+00:00,2026-07-08 09:18:22.470349+00:00
,,,SELL,,,,,,,,67.28,A,,-44.85,False,,,,60.0,100.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,78.82,LONDON,,80.0,ORDER_FLOW_EXECUTION_AGENT,BTCUSD#,,,,2026-07-08 12:18:45.377169+00:00,2026-07-08 09:18:45.377169+00:00
,,,SELL,,,,,,,,66.97,A,,-44.85,False,,,,60.0,100.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,78.74,LONDON,,80.0,ORDER_FLOW_EXECUTION_AGENT,BTCUSD#,,,,2026-07-08 12:19:25.531401+00:00,2026-07-08 09:19:25.531401+00:00
,,,SELL,,,,,,,,66.03,A,,-44.85,False,,,,60.0,100.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,78.51,LONDON,,80.0,ORDER_FLOW_EXECUTION_AGENT,BTCUSD#,,,,2026-07-08 12:20:03.118197+00:00,2026-07-08 09:20:03.118197+00:00
,,,SELL,,,,PRUDENCE,40.0,,,66.35,A,,-44.85,False,,,,75.0,90.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,78.59,LONDON,,80.0,ORDER_FLOW_EXECUTION_AGENT,GOLD#,,,,2026-07-08 12:24:33.052518+00:00,2026-07-08 09:24:33.052518+00:00
,,,SELL,,,,,,,,49.62,B,,-44.85,False,,,,50.0,98.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,69.31,LONDON,,70.0,ORDER_FLOW_EXECUTION_AGENT,GOLD#,,,,2026-07-08 12:31:12.586642+00:00,2026-07-08 09:31:12.586642+00:00
,,,SELL,,,,,,,,51.95,B,,-44.85,False,,,,50.0,98.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,71.14,LONDON,,75.0,ORDER_FLOW_EXECUTION_AGENT,GOLD#,,,,2026-07-08 12:32:10.308330+00:00,2026-07-08 09:32:10.308330+00:00
,,,SELL,,,,,,,,40.11,B,,-44.85,False,,,,50.0,90.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,65.78,LONDON,,75.0,ORDER_FLOW_EXECUTION_AGENT,GOLD#,,,,2026-07-08 12:33:07.301902+00:00,2026-07-08 09:33:07.301902+00:00
,,,SELL,,,,,,,,39.24,C,,-44.85,False,,,,50.0,90.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,64.31,LONDON,,70.0,ORDER_FLOW_EXECUTION_AGENT,GOLD#,,,,2026-07-08 12:35:09.162325+00:00,2026-07-08 09:35:09.162325+00:00
,,,SELL,,,,PRUDENCE,40.0,,,35.51,C,,-44.85,False,,,,50.0,90.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,63.38,LONDON,,70.0,ORDER_FLOW_EXECUTION_AGENT,GOLD#,,,,2026-07-08 12:37:44.446744+00:00,2026-07-08 09:37:44.446744+00:00
,,,SELL,,,,,,,,,,,,,,,,,,,,failed_gate=GOLD_ANALYSIS_ONLY,,REFUSE,67.5,LONDON,,,GOLD_LIQUIDITY_HUNTER_PRO,GOLD#,,,,2026-07-08 12:38:39.220038+00:00,2026-07-08 09:38:39.220038+00:00
,,,SELL,,,,PRUDENCE,40.0,,,49.67,B,,-44.85,False,,,,50.0,90.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,68.17,LONDON,,75.0,ORDER_FLOW_EXECUTION_AGENT,GOLD#,,,,2026-07-08 12:40:40.713221+00:00,2026-07-08 09:40:40.713221+00:00
,,,SELL,,,,,,,,48.31,B,,-44.85,False,,,,50.0,90.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,67.83,LONDON,,75.0,ORDER_FLOW_EXECUTION_AGENT,GOLD#,,,,2026-07-08 12:41:24.845388+00:00,2026-07-08 09:41:24.845388+00:00
,,,SELL,,,,,,,,48.94,B,,-44.85,False,,,,50.0,90.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,67.98,LONDON,,75.0,ORDER_FLOW_EXECUTION_AGENT,GOLD#,,,,2026-07-08 12:42:15.094869+00:00,2026-07-08 09:42:15.094869+00:00
,,,SELL,,,,,,,,49.55,B,,-44.85,False,,,,50.0,90.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,68.14,LONDON,,75.0,ORDER_FLOW_EXECUTION_AGENT,GOLD#,,,,2026-07-08 12:42:46.600046+00:00,2026-07-08 09:42:46.600046+00:00
,,,SELL,,,,,,,,60.44,B,,-44.85,False,,,,50.0,98.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,74.51,LONDON,,80.0,ORDER_FLOW_EXECUTION_AGENT,GOLD#,,,,2026-07-08 12:43:16.460132+00:00,2026-07-08 09:43:16.460132+00:00
,,,SELL,,,,,,,,63.84,A,,-44.85,False,,,,50.0,98.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,75.36,LONDON,,80.0,ORDER_FLOW_EXECUTION_AGENT,GOLD#,,,,2026-07-08 12:43:46.270522+00:00,2026-07-08 09:43:46.270522+00:00
,,,SELL,,,,,,,,63.99,B,,-44.85,False,,,,50.0,90.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,73.0,LONDON,,80.0,ORDER_FLOW_EXECUTION_AGENT,GOLD#,,,,2026-07-08 12:44:31.086740+00:00,2026-07-08 09:44:31.086740+00:00
,,,SELL,,,,,,,,52.45,B,,-44.85,False,,,,60.0,90.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,73.36,LONDON,,85.0,ORDER_FLOW_EXECUTION_AGENT,GOLD#,,,,2026-07-08 12:48:40.252829+00:00,2026-07-08 09:48:40.252829+00:00
,,,SELL,,,,PRUDENCE,40.0,,,48.42,B,,-44.85,False,,,,50.0,90.0,,,failed_gate=DAILY_KILLSWITCH_MAX_LOSSES,,REFUSE,69.11,LONDON,,80.0,ORDER_FLOW_EXECUTION_AGENT,GOLD#,,,,2026-07-08 12:50:28.549232+00:00,2026-07-08 09:50:28.549232+00:00
