BAD_HOUR_BLOCK,BIG_SETUP_GRADE_INCONSISTENT,DEMO_REQUIRES_M1_CONFIRMATION,EMA_ENTRY_NOT_ALLOWED,GENERIC_WAIT_REASON,LEGACY_ENTRY_NOT_ALLOWED,LOT_VALID_FALSE_BUT_APPROVED,M1_NOT_REQUESTED_FOR_AUDIT,M1_REQUIRED_BUT_EMPTY,MARKET_CLOSED,MISSING_REQUIRED_TIMEFRAME,RR_MISSING,RR_MISSING_BEFORE_BIG_SETUP,SCORE_COMPONENTS_MISSING,SESSION_UNKNOWN,SIGNAL_WITH_MISSING_CONTEXT,SIGNAL_WITH_MTFA_FAIL,SIGNAL_WITH_NO_M15_CONFIRMATION,SIGNAL_WITH_NO_M1_CONFIRMATION,SIGNAL_WITH_RR_MISSING,SIGNAL_WITH_SMC_FAIL,TIMEZONE_UNKNOWN,TIME_GATE_MISSING,WEEKEND_BLOCK,blocked_reasons,broker_hour,broker_time_estimate,broker_utc_offset_hours,casablanca_time,confidence,demo_eligible_candidate,direction,eligible_before_safety,evaluated,is_bad_hour,is_news_blackout,is_weekend,local_hour,lot_valid,math_status,missing_timeframe_context,precise_reason,required_timeframes,rows_H1,rows_H4,rows_M1,rows_M15,rows_M5,rr_present,score,score_components,session,session_name,signal,spread_status,strategy,symbol,symbol_market_open,time_gate_reason,time_gate_status,timestamp,utc_hour,utc_time,weekday
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,13,2026-06-01T13:50:00+00:00,0.0,2026-06-01T19:52:18.798381+01:00,0.65,False,WAIT,False,True,False,unknown,False,19,True,INVALID_OR_WAIT,,NO_OTE_ZONE,"M5,H4,M15,M1_CONFIRMATION",500,500,0,500,500,True,40.0,"{""cisd_mss_confirmation"": false, ""fib_618"": 4529.62728, ""fib_705"": null, ""fib_786"": 4511.81256, ""impulse_direction"": ""BUY"", ""invalid_only_ote_touch"": false, ""key_level_ob_fvg_bpr_context"": true, ""math_status"": ""INVALID_OR_WAIT"", ""price_inside_ote"": false, ""score_components_present"": true, ""swing_high_low_selected"": true}",OFF_HOURS,OFF_HOURS,WAIT,OK,FIB_OTE_RETEST,GOLD#,True,TIME_GATE_PASS,PASS,2026-06-01T18:52:24.247038+00:00,18,2026-06-01T18:52:18.798381+00:00,MONDAY
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,13,2026-06-01T13:50:00+00:00,0.0,2026-06-01T19:52:18.798381+01:00,0.45,False,WAIT,False,True,False,unknown,False,19,True,CONFIRMATION_ONLY,,NO_M15_CONFIRMATION,M5,500,500,0,500,500,True,37.0,"{""math_status"": ""CONFIRMATION_ONLY"", ""score_components_present"": true}",OFF_HOURS,OFF_HOURS,WAIT,OK,EMA_PULLBACK,GOLD#,True,TIME_GATE_PASS,PASS,2026-06-01T18:52:25.617413+00:00,18,2026-06-01T18:52:18.798381+00:00,MONDAY
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,13,2026-06-01T13:50:00+00:00,0.0,2026-06-01T19:52:18.798381+01:00,0.64,False,WAIT,False,True,False,unknown,False,19,True,OBSERVER_ONLY,,SECOND_ENTRY_OBSERVER_ONLY,M5,500,500,0,500,500,True,47.0,"{""math_status"": ""OBSERVER_ONLY"", ""score_components_present"": true}",OFF_HOURS,OFF_HOURS,WAIT,OK,SECOND_ENTRY,GOLD#,True,TIME_GATE_PASS,PASS,2026-06-01T18:52:27.058366+00:00,18,2026-06-01T18:52:18.798381+00:00,MONDAY
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,13,2026-06-01T13:50:00+00:00,0.0,2026-06-01T19:52:18.798381+01:00,0.35,False,WAIT,False,True,False,unknown,False,19,True,OBSERVER_ONLY,,SCALPING_AGENT_OBSERVER_ONLY,M5,500,500,0,500,500,True,47.0,"{""math_status"": ""OBSERVER_ONLY"", ""score_components_present"": true}",OFF_HOURS,OFF_HOURS,WAIT,OK,SCALPING_AGENT,GOLD#,True,TIME_GATE_PASS,PASS,2026-06-01T18:52:28.414172+00:00,18,2026-06-01T18:52:18.798381+00:00,MONDAY
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,13,2026-06-01T13:50:00+00:00,0.0,2026-06-01T19:52:28.434743+01:00,0.42,False,WAIT,False,True,False,unknown,False,19,True,INVALID_OR_WAIT,,NO_BREAKOUT_LEVEL,"M5,M15,M1_CONFIRMATION",500,500,0,500,500,True,63.0,"{""breakout_close_beyond_level"": false, ""m15_confirmation_required"": true, ""m1_confirmation_required"": true, ""math_status"": ""INVALID_OR_WAIT"", ""not_mid_range_random_movement"": true, ""rejection_candle"": true, ""retest_of_broken_level"": false, ""rr_meets_min"": true, ""score_components_present"": true, ""structure_high_selected"": true, ""structure_low_selected"": true}",OFF_HOURS,OFF_HOURS,WAIT,OK,BREAKOUT_RETEST,EURUSD,True,TIME_GATE_PASS,PASS,2026-06-01T18:52:29.193395+00:00,18,2026-06-01T18:52:28.434743+00:00,MONDAY
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,13,2026-06-01T13:50:00+00:00,0.0,2026-06-01T19:52:28.434743+01:00,0.65,False,WAIT,False,True,False,unknown,False,19,True,INVALID_OR_WAIT,,NO_SWEEP,"M5,H4_OR_D1,M15,M1_CONFIRMATION",500,500,0,500,500,True,40.0,"{""cisd_or_mss_confirmation"": true, ""crt_high_selected"": true, ""crt_low_selected"": true, ""crt_mid_selected"": true, ""invalid_no_confirmation"": false, ""invalid_no_sweep"": true, ""liquidity_sweep"": false, ""math_status"": ""INVALID_OR_WAIT"", ""premium_discount_zone"": ""DISCOUNT"", ""return_inside_range"": true, ""score_components_present"": true}",OFF_HOURS,OFF_HOURS,WAIT,OK,CRT_TBS_REVERSAL,EURUSD,True,TIME_GATE_PASS,PASS,2026-06-01T18:52:29.942991+00:00,18,2026-06-01T18:52:28.434743+00:00,MONDAY
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,13,2026-06-01T13:50:00+00:00,0.0,2026-06-01T19:52:28.434743+01:00,0.575,False,WAIT,False,True,False,unknown,False,19,True,INVALID_OR_WAIT,,NO_SWEEP,"M5,M15,H1,M1_CONFIRMATION",500,500,0,500,500,True,25.0,"{""accumulation_or_range"": false, ""displacement"": false, ""fvg"": true, ""ifvg_if_applicable"": true, ""invalid_only_fvg"": true, ""manipulation_sweep"": false, ""math_status"": ""INVALID_OR_WAIT"", ""ob_bpr_context"": true, ""score_components_present"": true}",OFF_HOURS,OFF_HOURS,WAIT,OK,AMD_FVG_IFVG_REVERSAL,EURUSD,True,TIME_GATE_PASS,PASS,2026-06-01T18:52:30.636850+00:00,18,2026-06-01T18:52:28.434743+00:00,MONDAY
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,13,2026-06-01T13:50:00+00:00,0.0,2026-06-01T19:52:28.434743+01:00,0.775,False,WAIT,False,True,False,unknown,False,19,True,VALID,,NO_M15_CONFIRMATION,"M5,H4,M15,M1_CONFIRMATION",500,500,0,500,500,True,65.0,"{""cisd_mss_confirmation"": true, ""fib_618"": 1.16483144, ""fib_705"": null, ""fib_786"": 1.16383688, ""impulse_direction"": ""BUY"", ""invalid_only_ote_touch"": false, ""key_level_ob_fvg_bpr_context"": true, ""math_status"": ""VALID"", ""price_inside_ote"": true, ""score_components_present"": true, ""swing_high_low_selected"": true}",OFF_HOURS,OFF_HOURS,WAIT,OK,FIB_OTE_RETEST,EURUSD,True,TIME_GATE_PASS,PASS,2026-06-01T18:52:31.454866+00:00,18,2026-06-01T18:52:28.434743+00:00,MONDAY
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,13,2026-06-01T13:50:00+00:00,0.0,2026-06-01T19:52:28.434743+01:00,0.74,False,WAIT,False,True,False,unknown,False,19,True,CONFIRMATION_ONLY,,EMA_CONFIRMATION_ONLY,M5,500,500,0,500,500,True,53.0,"{""math_status"": ""CONFIRMATION_ONLY"", ""score_components_present"": true}",OFF_HOURS,OFF_HOURS,WAIT,OK,EMA_PULLBACK,EURUSD,True,TIME_GATE_PASS,PASS,2026-06-01T18:52:32.223731+00:00,18,2026-06-01T18:52:28.434743+00:00,MONDAY
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,13,2026-06-01T13:50:00+00:00,0.0,2026-06-01T19:52:28.434743+01:00,0.64,False,WAIT,False,True,False,unknown,False,19,True,OBSERVER_ONLY,,SECOND_ENTRY_OBSERVER_ONLY,M5,500,500,0,500,500,True,63.0,"{""math_status"": ""OBSERVER_ONLY"", ""score_components_present"": true}",OFF_HOURS,OFF_HOURS,WAIT,OK,SECOND_ENTRY,EURUSD,True,TIME_GATE_PASS,PASS,2026-06-01T18:52:33.005597+00:00,18,2026-06-01T18:52:28.434743+00:00,MONDAY
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,13,2026-06-01T13:50:00+00:00,0.0,2026-06-01T19:52:28.434743+01:00,0.35,False,WAIT,False,True,False,unknown,False,19,True,OBSERVER_ONLY,,SCALPING_AGENT_OBSERVER_ONLY,M5,500,500,0,500,500,True,63.0,"{""math_status"": ""OBSERVER_ONLY"", ""score_components_present"": true}",OFF_HOURS,OFF_HOURS,WAIT,OK,SCALPING_AGENT,EURUSD,True,TIME_GATE_PASS,PASS,2026-06-01T18:52:33.725228+00:00,18,2026-06-01T18:52:28.434743+00:00,MONDAY
